Apellidos	Bodega	Código	Nombre del artículo	Línea	No. de parte	Unidad	Cantidad disponible	Precio	Proveedor	Detalles del artículo
0106918	01	06918	EMP UTEX 686 1/4	EMPAQUETADURA	G686-25-0250-05	KG	1.12	51621	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 1/4"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106919	01	06919	EMP UTEX 686 5/16	EMPAQUETADURA	G686-25-0312-05	KG	3.08	51621	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 5/16"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106920	01	06920	EMP UTEX 686 3/8	EMPAQUETADURA	0686-25-0375-05	KG	0	71543	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 3/8"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106921	01	06921	EMP UTEX 686 7/16	EMPAQUETADURA	0686-25-0437-05	KG	0	51621	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 7/16"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106922	01	06922	EMP UTEX 686 1/2	EMPAQUETADURA	G686-25-0500-05	KG	2.06	51621	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 1/2"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106924	01	06924	EMP UTEX 686 5/8	EMPAQUETADURA	0686-75-0625-05	KG	20	51621	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 5/8"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106926	01	06926	EMP UTEX 686 3/4	EMPAQUETADURA	0686-25-0750-10	KG	2.9	71118	UTEX	"Empaque cuadrado trenzado de grafito flexible expandido elaborado con hilo transable en 3/4"" Temperatura -184 a 454?C presión máxima 1500 psi PH 0-14"
0106930	01	06930	"EMP UTEX 213 1"""	EMPAQUETADURA	0213-28-1000-25	KG	2.73	32917.9	UTEX	"Filamento texturizado de aramída, impregnada con PTFE para añadir lubricación apta para químicos suaves, aceites, hidrocarburos, aguas residuales, especialmente apta para soluciones salinas y otros servicios abrasivos PH 2-12,temperatura máxima 260C, presion máxima 2000 psi velocidad de eje 22m/s en 1"
0106940	01	06940	EMP UTEX G-210 1/4	EMPAQUETADURA	G210-25-0250-05	KG	0.33	46682.15	UTEX	"Empaque cuadrado intertrenzado de grafito encapsuladas en una matriz de PTFE expandido 1/4"" Temperatura  -240 a 289?C"
0106941	01	06941	EMP UTEX G-210 5/16	EMPAQUETADURA	G210-25-0312-05	KG	0	46682.15	UTEX	"Empaque cuadrado intertrenzado de grafito encapsuladas en una matriz de PTFE expandido 5/16"" Temperatura  -240 a 289?C"
0106944	01	06944	EMP UTEX G-210 1/2	EMPAQUETADURA	G210-25-0500-10	KG	0	41477.2	UTEX	"Empaque cuadrado intertrenzado de grafito encapsuladas en una matriz de PTFE expandido 1/2"" Temperatura  -240 a 289?C"
0106962	01	06962	EMP UTEX 238 1/2	EMPAQUETADURA	0238-25-0500-10	KG	0	27529	UTEX	"Hilos de compuesto hilos de teflón  con una suspensión de PTFE que llena y sella, además le es aplicado un lubricante especial para añadir resistencia. Él estilo 238 es adecuado para muchas de las aplicaciones generales de la planta Esta recomendado para válvulas de vapor ejes rotatorios y agitadores PH 2-12,temperatura máxima 260C, presion máxima 3000 psi velocidad de eje 8.1m/s en 1/2"""
0106970	01	06970	EMP UTEX 238 3/4	EMPAQUETADURA	0238-25-0750-10	KG	0.27	27529	UTEX	"Hilos de compuesto hilos de teflón  con una suspensión de PTFE que llena y sella, además le es aplicado un lubricante especial para añadir resistencia. Él estilo 238 es adecuado para muchas de las aplicaciones generales de la planta Esta recomendado para válvulas de vapor ejes rotatorios y agitadores PH 2-12,temperatura máxima 260C, presion máxima 3000 psi velocidad de eje 8.1m/s en 3/4"""
0106972	01	06972	EMP UTEX 238 7/8	EMPAQUETADURA	0238-25-222M-05	KG	0.91	27529	UTEX	"Hilos de compuesto hilos de teflón  con una suspensión de PTFE que llena y sella, además le es aplicado un lubricante especial para añadir resistencia. Él estilo 238 es adecuado para muchas de las aplicaciones generales de la planta Esta recomendado para válvulas de vapor ejes rotatorios y agitadores PH 2-12,temperatura máxima 260C, presion máxima 3000 psi velocidad de eje 8.1m/s en 7/8"""
0107044	01	07044	EMP UTEX 232 1/4	EMPAQUETADURA	0232-25-0250-05	KG	2.33	171000	UTEX	"Filamento texturizado de aramída, impregnada con PTFE para añadir lubricación apta para químicos suaves, aceites, hidrocarburos, aguas residuales, especialmente apta para soluciones salinas y otros servicios abrasivos PH 2-12,temperatura máxima 260C, presion máxima 2000 psi velocidad de eje 22m/s en 1/4"
0107046	01	07046	EMP UTEX 232 5/16	EMPAQUETADURA	0232-25-0312-05	KG	2.64	75896	UTEX	"Filamento texturizado de aramída, impregnada con PTFE para añadir lubricación apta para químicos suaves, aceites, hidrocarburos, aguas residuales, especialmente apta para soluciones salinas y otros servicios abrasivos PH 2-12,temperatura máxima 260C, presion máxima 2000 psi velocidad de eje 22m/s en 5/16"
0107048	01	07048	EMP UTEX 232 3/8	EMPAQUETADURA	0232-25-0375-10	KG	3.93	171000	UTEX	"Filamento texturizado de aramída, impregnada con PTFE para añadir lubricación apta para químicos suaves, aceites, hidrocarburos, aguas residuales, especialmente apta para soluciones salinas y otros servicios abrasivos PH 2-12,temperatura máxima 260C, presion máxima 2000 psi velocidad de eje 22m/s en 3/8"
0107050	01	07050	EMP UTEX 232 7/16	EMPAQUETADURA	0232-25-0437-10	KG	3.8	75896	UTEX	"Filamento texturizado de aramída, impregnada con PTFE para añadir lubricación apta para químicos suaves, aceites, hidrocarburos, aguas residuales, especialmente apta para soluciones salinas y otros servicios abrasivos PH 2-12,temperatura máxima 260C, presion máxima 2000 psi velocidad de eje 22m/s en 7/6"
0107052	01	07052	EMP UTEX 232 1/2	EMPAQUETADURA	0232-25-0500-05	KG	1.28	128672	UTEX	"Filamento texturizado de aramída, impregnada con PTFE para añadir lubricación apta para químicos suaves, aceites, hidrocarburos, aguas residuales, especialmente apta para soluciones salinas y otros servicios abrasivos PH 2-12,temperatura máxima 260C, presion máxima 2000 psi velocidad de eje 22m/s en 1/2"
0107068	01	07068	EMP UTEX 237 3/4	EMPAQUETADURA	0237-25-0750-10	KG	0	29632	UTEX	"Hilos de compuesto sintético tratados con una suspensión de PTFE que llena y sella, además le es aplicado un lubricante especial para añadir resistencia. Él estilo 237 es adecuado para muchas de las aplicaciones generales de la planta Esta recomendado para válvulas de vapor ejes rotatorios y agitadores PH 2-12,temperatura máxima 260C, presion máxima 3000 psi velocidad de eje 8.1m/s en 3/4"""
0107074	01	07074	EMP UTEX 248 1/4	EMPAQUETADURA	0248-25-0250-05	KG	1.77	71682	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 1/4"""
0107076	01	07076	EMP UTEX 248 5/16	EMPAQUETADURA	0248-25-0312-05	KG	9.3	150994	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 5/16"""
0107078	01	07078	EMP UTEX 248 3/8	EMPAQUETADURA	0248-25-0375-05	KG	6.684	99630	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 3/8"""
0107080	01	07080	EMP UTEX 248 7/16	EMPAQUETADURA	0248-25-0437-05	KG	4.068	128813	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 7/16"""
0107082	01	07082	EMP UTEX 248 1/2	EMPAQUETADURA	0248-25-0500-10	KG	0	94647	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 1/2"""
0107086	01	07086	EMP UTEX 248 9/16	EMPAQUETADURA	0248-25-0562-10	KG	7.06	110414	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 9/16"""
0107088	01	07088	EMP UTEX 248 5/8	EMPAQUETADURA	0248-25-0625-10	KG	19.06	107238	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 5/8"""
0107092	01	07092	EMP UTEX 248 3/4	EMPAQUETADURA	0248-25-0750-10	KG	5.002	71682	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 3/4"""
0107096	01	07096	"EMP UTEX 248 1"""	EMPAQUETADURA	0248-25-1000-25	KG	10.938	71682	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Esta recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 1"""
0107266	01	07266	EMP UTEX 208 5/16	EMPAQUETADURA	NO	KG	1.06	26873.05	UTEX	"Empaquetadura sintética en la que cada uno de los hilos son tratados individualmente con TPFE y grafito. Además su superficie es cubierta con un lubricante especial. Adecuado para agua, solventes, vapor, ácidos suaves y aceites. Está recomendada para  equipos rotativos centrifugas, agitadores, y válvulas de vapor. PH 1-13,temperatura máxima 260C, presion máxima 1500 psi velocidad de eje 16m/s en 5/16"
0107276	01	07276	EMP UTEX 208 5/8	EMPAQUETADURA	NO	KG	0.38	18951.15	UTEX	"Empaquetadura sintética en la que cada uno de los hilos son tratados individualmente con TPFE y grafito. Además su superficie es cubierta con un lubricante especial. Adecuado para agua, solventes, vapor, ácidos suaves y aceites. Está recomendada para  equipos rotativos y centrifugas, agitadores, y válvulas de vapor. PH 1-13,temperatura máxima 260C, presion máxima 1500 psi velocidad de eje 16m/s en 5/8"
0107291	01	07291	EMP UTEX 279 5/16	EMPAQUETADURA	0279-25-0312-05	KG	0.08	34602	UTEX	"Empaquetadura compuesta enteramente por fibras de Novoloid tratadas con PTFE y un lubricante sin silicón. Excelente en usos donde se requiera una empaquetadura para uso no abrasivo.es adecuado para agua, aceites, hidrocarburos, muchos químicos, y para la industria de la pulpa y el papel. Está recomendado para centrifugas, ejes rotatorios, equipos reciprocantes y válvulas. PH 1-14,temperatura máxima 288C, presion máxima 2500 psi velocidad de eje 2.1m/s en 5/16"""
0107294	01	07294	EMP TEADIT 2070 3/4	EMPAQUETADURA		KG	0	100150	TEADIT	
0107302	01	07302	EMP TEADIT 2018 1/2 SINTETICA	EMPAQUETADURA		KG	0	43049	TEADIT	
0107304	01	07304	EMP TEADIT 2018 3/4 SINTETICA	EMPAQUETADURA		KG	0	42876	TEADIT	
0107305	01	07305	EMP TEADIT 2018 7/8 SINTETICA	EMPAQUETADURA		KG	0	43857	TEADIT	
0107400	01	07400	"LAM TEFLON UTEX 48""X48""X1/16"""	EMPAQUETADURA	1140-05-0008-15	LAM	0	162811	UTEX	"Lamina de teflón virgen 48""x48""x1/16""FDA PH 0-14"
0107402	01	07402	"LAM TEFLON UTEX 48""X48""X3/32"""	EMPAQUETADURA	1140-05-0008-16	LAM	0	242191	UTEX	"Lamina de teflón virgen 48""x 48""x3/32"" FDA PH 0-14"
0107420	01	07420	"LAM SINTETICA PHELPS 7100 1/64 X 60""X60"""	EMPAQUETADURA		LAM	0	20422	PHELPS	"Lamina sintética grafitada  con malla alambre de acero 1/16"" 1.50x1.50"
0107422	01	07422	"LAM HULE ROJO PHELPS 7237 1/16 X 36"""	EMPAQUETADURA		MT	5.6	14210	PHELPS	
0107424	01	07424	"LAM HULE ROJO PHELPS 7237 1/8 X 36"""	EMPAQUETADURA		MT	13.2	23900	PHELPS	
0107425	01	07425	"LAM HULE ROJO PHELPS 7237 3/16 X 36"""	EMPAQUETADURA		MT	4.6	32208	PHELPS	
0107426	01	07426	"LAM HULE ROJO PHELPS 7237 1/4 X 36"""	EMPAQUETADURA		MT	10.75	44677	PHELPS	
0107428	01	07428	"LAM NEOPRENO 60 PHELPS 7106 1/32 X 36"""	EMPAQUETADURA		MT	10.05	12934	PHELPS	
0107429	01	07429	"LAM NEOPRENO 70 PHELPS 7107 1/16 X 36"""	EMPAQUETADURA		MT	15.8	16493	PHELPS	
0107430	01	07430	"LAM NEOPRENO 70 PHELPS 7107 3/32 X 36"""	EMPAQUETADURA		MT	1.65	18845	PHELPS	
0107431	01	07431	"LAM NEOPRENO 70 PHELPS 7107 1/8 X 36"""	EMPAQUETADURA		MT	7.3	23400	PHELPS	
0107432	01	07432	"LAM NEOPRENO 70 PHELPS 7107 3/16 X 36"""	EMPAQUETADURA		MT	2.7	33004	PHELPS	
0107433	01	07433	"LAM NEOPRENO 70 PHELPS 7107 1/4 X 36"""	EMPAQUETADURA		MT	12.2	42235	PHELPS	
0107434	01	07434	"LAM NEOPRENO 70 PHELPS 7107 3/8 X 36"""	EMPAQUETADURA		MT	7.3	58192	PHELPS	
0107435	01	07435	"LAM NEOPRENO 70 PHELPS 7107 1/2 X 36"""	EMPAQUETADURA		MT	9.65	84145	PHELPS	
0107436	01	07436	"LAM BELLOMOID PHELPS 7540 1/64 X 36"""	EMPAQUETADURA		MT	0.45	7618	PHELPS	
0107437	01	07437	"LAM BELLOMOID PHELPS 7540 1/32 X 36"""	EMPAQUETADURA		MT	3.7	9760	PHELPS	
0107438	01	07438	"LAM BELLOMOID PHELPS 7540 1/16 X 36"""	EMPAQUETADURA		MT	11.65	14050	PHELPS	
0107439	01	07439	"LAM BELLOMOID PHELPS 7540 3/32 X 36"""	EMPAQUETADURA		MT	17.4	19072	PHELPS	
0107440	01	07440	"LAM BELLOMOID PHELPS 7540 1/8 X 36"""	EMPAQUETADURA		MT	29.7	27008	PHELPS	
0107442	01	07442	"LAM SILICON ROJO PHELPS 7175 1/16 X 36"""	EMPAQUETADURA		MT	3.5	33825	PHELPS	
0107443	01	07443	"LAM SILICON ROJO PHELPS 7175 3/32 X 36"""	EMPAQUETADURA		MT	3.6	89488	PHELPS	
0107444	01	07444	"LAM SILICON ROJO PHELPS 7175 1/8 X 36"""	EMPAQUETADURA		MT	19.6	57140	PHELPS	
0107445	01	07445	"LAM SILICON ROJO PHELPS 7175 3/16 X 36"""	EMPAQUETADURA		MT	5.35	85171	PHELPS	
0107446	01	07446	"LAM NITRILO FDA BCO PHELPS 7205 3/32 X 36"""	EMPAQUETADURA		MT	7	45147	PHELPS	
0107447	01	07447	"LAM NITRILO FDA BCO PHELPS 7205 1/8 X 36"""	EMPAQUETADURA		MT	10.95	38713	PHELPS	
0107448	01	07448	"LAM NITRILO FDA BCO PHELPS 7205 1/4 X 36"""	EMPAQUETADURA		MT	16.1	74999	PHELPS	No se importa mas
0107449	01	07449	"LAM NEOPR C/REF PHELPS 7332 1/16 X 60"""	EMPAQUETADURA		MT	8.75	48459	PHELPS	No se importa más
0107450	01	07450	"LAM NEOPR C/REF PHELPS 7332 3/32 X 48"""	EMPAQUETADURA		MT	9.6	68379	PHELPS	
0107451	01	07451	"LAM NEOPR C/REF PHELPS 7332 1/8 X 60"""	EMPAQUETADURA		MT	9.45	79147	PHELPS	
0107452	01	07452	"LAM NEOPR C/REF PHELPS 7332 1/4 X 60"""	EMPAQUETADURA		MT	8.2	153980	PHELPS	
0107453	01	07453	"LAM SINTETICA PHELPS 7100 1/32 X 60""X60"""	EMPAQUETADURA		LAM	4	35610	PHELPS	
0107454	01	07454	"LAM SINTETICA PHELPS 7100 1/16 X 60""X60"""	EMPAQUETADURA		LAM	0	49760	PHELPS	
0107455	01	07455	"LAM SINTETICA PHELPS 7100 3/32 X 60""X60"""	EMPAQUETADURA		LAM	0	74517	PHELPS	
0107456	01	07456	"LAM SINTETICA PHELPS 7100 1/8 X 60""X60"""	EMPAQUETADURA		LAM	0	98009	PHELPS	
0107457	01	07457	LAM SINTETICA PHELPS 7100 1/32 (MT)	EMPAQUETADURA		MT	1.5	25087	PHELPS	
0107458	01	07458	LAM SINTETICA PHELPS 7100 1/16 (MT)	EMPAQUETADURA		MT	0	36320	PHELPS	
0107459	01	07459	LAM SINTETICA PHELPS 7100 3/32 (MT)	EMPAQUETADURA		MT	0	51025	PHELPS	
0107460	01	07460	LAM SINTETICA PHELPS 7100 1/8 (MT)	EMPAQUETADURA		MT	0.15	71875	PHELPS	
0107461	01	07461	"BARRA TEFLON PHELPS 1"""	EMPAQUETADURA		MT	3.61	54825	PHELPS	
0107463	01	07463	"BARRA TEFLON PHELPS 2"""	EMPAQUETADURA		MT	1.5	112650	PHELPS	
0107465	01	07465	"BARRA TEFLON PHELPS 3"""	EMPAQUETADURA		MT	1.58	231984	PHELPS	
0107467	01	07467	"BARRA TEFLON PHELPS 4"""	EMPAQUETADURA		MT	1.75	414002	PHELPS	
0107468	01	07468	"LAM TEFLON PHELPS 7530 1/16""X48""X48"""	EMPAQUETADURA		LAM	2.8	162811	PHELPS	
0107469	01	07469	"LAM TEFLON PHELPS 7530 3/32""X48""X48"""	EMPAQUETADURA		LAM	3.5	242191	PHELPS	
0107470	01	07470	"LAM TEFLON PHELPS 7530 1/8""X48""X48"""	EMPAQUETADURA		LAM	1	269744	PHELPS	"Lamina sintética Rasstech, color verde sin asbesto de uso general, ideal para aplicaciones con amoniacos, ácidos acéticos, gases, agua, combustibles,  benceno, ácidos suaves, freón 12 y 22, hidrocarburos, aceites y grasa, agua de mar  alcoholes, acetato de vinillo, entre otros, temperatura máxima 400°C,  presión máxima 1400 psi, rango de PH 3-12."
0107471	01	07471	"LAM TEFLON PHELPS 7530 1/4""X48""X48"""	EMPAQUETADURA		LAM	2	484605	PHELPS	
0107535	01	07535	"VALVELON UTEX 3/32"" X 50FT"	EMPAQUETADURA	0487-04-0009-00	CU	11	21815	UTEX	"Cinta valvelon adhesiva en 3/32"" temperatura -268C a 316C,presion máxima 1500psi,Ph 0-14 FDA, 50 pies"
0107536	01	07536	"VALVELON UTEX 5/32"" X 15FT"	EMPAQUETADURA	0487-01-0015-00	CU	0	15788	UTEX	"Cinta valvelon adhesiva en 5/32"" temperatura -268C a 316C,presion máxima 1500psi,Ph 0-14 FDA 15 pies"
0107537	01	07537	"VALVELON UTEX 7/32"" X 15FT"	EMPAQUETADURA	0487-01-0021-00	CU	0	26776	UTEX	"Cinta valvelon adhesiva en 7/32"" temperatura -268C a 316C,presion máxima 1500psi,Ph 0-14 FDA 15 pies"
0107538	01	07538	"VALVELON UTEX 5/32"" X 35FT"	EMPAQUETADURA	0487-03-0015-00	CU	5	57933	UTEX	"Cinta valvelon adhesiva en 5/32"" temperatura -268C a 316C,presion máxima 1500psi,Ph 0-14 FDA 55 pies"
0107550	01	07550	TEFLON EXP UTEX 1/8X1/16X50FT	EMPAQUETADURA	0488-03-0012-00	RL	7	27420	UTEX	"Rollo de teflón expandible para empaque 1/8"" ancho x 1/16"" espesor x 50 pies largo temperatura -268 a 316C PH 0-14 3000 psi"
0107552	01	07552	TEFLON EXP UTEX 1/8X1/16X100FT	EMPAQUETADURA	0488-03-0012-00	RL	4	48300	UTEX	"Rollo de teflón expandible para empaque 1/8"" ancho x 1/16"" espesor x 100 pies largo temperatura -268 a 316C PH 0-14 3000 psi"
0107554	01	07554	TEFLON EXP UTEX 1/4X1/8X50FT	EMPAQUETADURA	0488-03-0025-00	RL	0	67221	UTEX	"Rollo de teflón expandible para empaque 1/4""ancho x 1/8"" espesor x 50 pies largo temperatura -268 a 316C PH 0-14 3000 PSI"
0107559	01	07559	TEFLON EXP UTEX 3/8X3/16X50FT	EMPAQUETADURA	0488-03-0037-00	RL	0	101446	UTEX	"Rollo de teflón expandible para empaque 3/8""anchox 3/16""x 50 pies temperatura -268 a 316C PH 0-14 3000 psi"
