Apellidos	Bodega	Código	Nombre del artículo	Línea	No. de parte	Unidad	Cantidad disponible	Precio	Proveedor	Detalles del artículo
0101777	01	01777	TUERCA RETENCION 213200-89	SOLDADURA	213200-89	CU	49	4613	COLMONOY	Tuerca de retención para equipo fusewelder modelo mk-6 y mk-7 es de bronce va colocada en el cuerpo principal del equipo parte g-10
0101778	01	01778	ORING ADAPTOR 213200-62	SOLDADURA	213200-62	CU	65	588	COLMONOY	O ring o sello que va en el mezclador del equipo fuse welder mk-8 y mk-9 número de parte h-2
0101779	01	01779	INYECTOR MK-7 213200-74	SOLDADURA	213200-74	CU	4	26737	COLMONOY	Inyector para equipo fuse welder modelo mk7
0101780	01	01780	SELLO GRIS/ROJO 213200-59	SOLDADURA	213200-59	CU	64	3221	COLMONOY	Sello gris o rojo que va colocado en el cuerpo principal al fondo del inyector parte número f
0101781	01	01781	BOQ FUSEWELDER #44	SOLDADURA	213200-41	CU	10	34518	COLMONOY	Boquilla número 44 para equipo fuse welder recomendada para modelo mk 7
0101782	01	01782	BOQ FUSEWELDER #64	SOLDADURA	213200-38-00	CU	4	34519	COLMONOY	Boquilla número 64 para equipo fuse welder recomendada para modelo  mk 8
0101783	01	01783	BOQ FUSEWELDER #54	SOLDADURA	213200-42-00	CU	3	19905.6	COLMONOY	Boquilla número 54 para equipo fuse welder recomendada para modelo mk 7
0101784	01	01784	BOQ FUSEWELDER #84	SOLDADURA	213200-44	CU	4	34518	COLMONOY	Boquilla número 84 para equipo fuse welder recomendada para modelo mk 9
0101785	01	01785	BOQ FUSEWELDER #94	SOLDADURA	213200-45	CU	5	31168	COLMONOY	Boquilla número 94 para equipo fuse welder recomendada para modelo mk 9
0101786	01	01786	BOQ FUSEWELDER #74	SOLDADURA	213200-43-00	CU	2	34518.2	COLMONOY	Boquilla número 74 para equipo fuse welder recomendada para modelo mk 8
0101787	01	01787	ORING ADAPTOR 213200-60	SOLDADURA	213200-60	CU	81	833	COLMONOY	O ring o sello que va en el mezclador del equipo fuse welder mk-6 y mk-7 número de parte h-1
0101788	01	01788	ORING ADAPTOR 213200-61	SOLDADURA	213200-61	CU	75	769	COLMONOY	O ring o sello que va en el mezclador del equipo fuse welder mk-6 y mk-7 número de parte h-2 el h3 sirve para todos los equipos
0101789	01	01789	ORING/SELLO MK-6/7 213200-65	SOLDADURA	213200-65	CU	85	833	COLMONOY	O ring o sello va en el adaptador número de parte d-1
0101790	01	01790	RESORTE 213200-90	SOLDADURA	213200-90	CU	28	1206	COLMONOY	Resorte colocado en el pistón del cuerpo principal para darle tensión a la palanca número de parte g-09
0101791	01	01791	RONDANA PLASTICA 213200-95	SOLDADURA	213200-95	CU	71	256	COLMONOY	Roldana plástica colocada entre la palanca y el cuerpo principal parte número g-06
0101792	01	01792	PISTON 213200-87	SOLDADURA	213200-87	CU	45	9802	COLMONOY	Pistón de equipo mk-6 y mk-7 va en el cuerpo principal para accionar el fluido de polvo número de parte g-8
0101793	01	01793	KIT FUSEWELDER REPUESTOS MK 7	SOLDADURA	NO	CU	1	43552	COLMONOY	Kit de repuestos para equipo fuse welder modelo mk-7
0101794	01	01794	VALV ACET MK6-7 213201-17	SOLDADURA	213201-17	CU	8	22246	COLMONOY	Válvula de acetileno para equipo fusewelder mk-6 y mk-7 va colocada en el maneral marca Víctor parte i-0
0101795	01	01795	VALV OXIG MK6-7 213201-16	SOLDADURA	213201-16	CU	10	22246	COLMONOY	Válvula de oxigeno para equipo fusewelder mk-6 y mk-7 va colocada en el maneral marca Víctor parte i-2
0101796	01	01796	PALANCA P/FUSEWELDER 213200-93	SOLDADURA	213200-93	CU	6	14042	COLMONOY	Palanca para accionamiento de fluido de polvo va en el cuerpo principal número de parte g-2
0101797	01	01797	MEZCLADOR EQ MK-7 213200-66	SOLDADURA	213200-66-00	CU	5	41245	COLMONOY	Mezclador de oxigeno y acetileno para equipo fuse welder modelo mk-6 y mk-7
0101798	01	01798	CUERPO EQ FUSEWELDER MK-7	SOLDADURA	213200-16	CU	4	307343	COLMONOY	Cuerpo principal para equipo fuse welder modelo mk-7
0101799	01	01799	BOQ FUSEWELDER 80 M/F	SOLDADURA	213200-48	CU	2	24835	COLMONOY	Boquilla numero 80 m f para equipo fuse welder recomendada para modelo mk 9
0101800	01	01800	BOQ FUSEWELDER #24	SOLDADURA	213200-39	CU	4	27029	COLMONOY	Boquilla número 24 para equipo fuse welder recomendada para modelo mk 6
0103250	01	03250	RIMATEC LIMP AC/INOX 2KG	SOLDADURA	FXPICK20	CU	65	33000	SIFBRON	"Limpiadoras para acero inoxidable (Rimatec) limpia la mancha negra que deja el proceso de la soldadura en arco y TIG, también limpia equipos para mantenimiento."
0103709	01	03709	ELECT TUNGS PURO 1/8 VERDE	SOLDADURA		CU	27	1312.5	THERMADYNE	Electrodo de Tungsteno apuro para uso con equipos TIG color verde
0103714	01	03714	ELECT TUNGS PURO 1/16 VERDE	SOLDADURA	Q76Z51	CU	23	984	ESAB	
0103715	01	03715	ELECT TUNGS PURO 3/32 VERDE	SOLDADURA	Q76Z57	CU	0	3321	CRV	
0103720	01	03720	ELECT TUNGS LANTHANA 1/16 GRIS	SOLDADURA	796E58	CU	22	3220	ESAB	
0103789	01	03789	SOLD PLATA VARILLA 15% PLANA	SOLDADURA	15620F	CU	0	2900	C.L. OVERSEAS	"Soldadura 15% plata, sin revestimiento"
0103990	01	03990	SOLD PLATA VARILLA 45% CR 1/16	SOLDADURA	45F3184	CU	112	6600	C.L. OVERSEAS	"Soldadura 45% plata con revestimiento de 1/16"", color azul."
0103991	01	03991	SOLD PLATA VARILLA 45% CR 3/32	SOLDADURA	45F5184	CU	33	16970	C.L. OVERSEAS	"Soldadura 45% plata con revestimiento de 3/32"", color azul."
0104499	01	04499	CORTINA WILSON LONA VERDE 6FT	SOLDADURA	WSC6636-15	CU	16	38875	HIGH TECH SUPPLIES	"Cortina o mampara para soldador marca Wilson color dorada (transparente), vinil de alta resistencia filtra 100% la radiación UV y una excelente protección a la color azul. Tamaño de 6FTx6FT, recomendado para soldaduras de bajo a medio amperaje."
0104501	01	04501	CORTINA WILSON VINIL GOLD 6FT	SOLDADURA	WSC6636-50	CU	1	29320	HIGH TECH SUPPLIES	Vinil verde extra oscuro para poner fin a todas las radiaciones U.V. y de luz azul. Recomendado para el corte por plasma o aplicaciones brillantes de soldadura. Tamaño de 6FTx 6FT
0104502	01	04502	CABLE PORTAELECTRODO AWG # 1/0	SOLDADURA	WC#1/0	MT	5.58	7135.05	FLORIDA POWER	Cable porta electrodo 1/0 AWG
0104521	01	04521	CONEC CABLE ESAB 1/0-3/0 81F25	SOLDADURA	81F25	CU	8	13243	ESAB	
0105411	01	05411	PILOT LACO GOLD P/FELPA	SOLDADURA	L-96827	CU	45	2300	LA-CO	
0105412	01	05412	PILOT LACO VERDE FLUORESCENTE P/FELPA	SOLDADURA	L-97051	CU	0	2300	LA-CO	
0105413	01	05413	PILOT LACO AMARILLO FLUORESCENTE P/FELPA	SOLDADURA	L-97050	CU	13	2300	LA-CO	
0105415	01	05415	MARCADOR NISSEN TELA NEGRO 1/8	SOLDADURA		CU	8	466.6	NISSEN	"Marcadores de pintura Nissen bola de aluminio durable con no-obstrucción, puntas de aceros difíciles de cementación y de precisión 440 bolas de acero inoxidable. Estos marcadores útiles escribirán en cualquier posición: horizontal; vertical; incluso por encima"
0105416	01	05416	IND TEMP LACO 300F/149C	SOLDADURA	L86625	CU	5	7058	LA-CO	
0105417	01	05417	IND TEMP LACO 425F/218C	SOLDADURA	L-86751	CU	12	7058	LA-CO	"Marcadores Thermomelt HEAT-STIK son un método rápido para medir con precisión las temperaturas de la superficie de diversos metales y equipos. Están disponibles en 32 temperaturas Celsius y 88 temperaturas Fahrenheit, el diseño de soporte al cual se adhiere el marcador es cómodo y ofrece durabilidad para un uso prolongado en el taller o en el campo."
0105418	01	05418	IND TEMP LACO 1650F/899C	SOLDADURA	L-87075	CU	12	7058	LA-CO	"Marcadores Thermomelt HEAT-STIK son un método rápido para medir con precisión las temperaturas de la superficie de diversos metales y equipos. Están disponibles en 32 temperaturas Celsius y 88 temperaturas Fahrenheit, el diseño de soporte al cual se adhiere el marcador es cómodo y ofrece durabilidad para un uso prolongado en el taller o en el campo."
0105419	01	05419	IND TEMP LACO 1800F/982C	SOLDADURA	L-87102	CU	11	7058	LA-CO	"Marcadores Thermomelt HEAT-STIK son un método rápido para medir con precisión las temperaturas de la superficie de diversos metales y equipos. Están disponibles en 32 temperaturas Celsius y 88 temperaturas Fahrenheit, el diseño de soporte al cual se adhiere el marcador es cómodo y ofrece durabilidad para un uso prolongado en el taller o en el campo."
0105420	01	05420	CRAYON NISSEN AMARILLO	SOLDADURA		CU	5	179.25	NISSEN	"Nissen Lumber Crayon hará una marca brillante, duradero y resistente al agua en la madera, la piedra, el caucho o papel, marcas en cualquier superficie: lisa o rugosa, húmedas, aceitosas o seco."
0105421	01	05421	IND TEMP LACO 500F/260C	SOLDADURA	L-86805	CU	0	7924	LA-CO	"Marcadores Thermomelt HEAT-STIK son un método rápido para medir con precisión las temperaturas de la superficie de diversos metales y equipos. Están disponibles en 32 temperaturas Celsius y 88 temperaturas Fahrenheit, el diseño de soporte al cual se adhiere el marcador es cómodo y ofrece durabilidad para un uso prolongado en el taller o en el campo."
0105422	01	05422	MARCADOR QUIK-STIK AMA #61053	SOLDADURA	L-61053	CU	82	2985	LA-CO	"Marcador de pintura sólida, secado rápido, marcado intenso y permanente en gran variedad de superficie, color amarillo, marca LA-CO"
0105423	01	05423	MARCADOR QUIK-STIK BCO #61051	SOLDADURA	L-61051	CU	90	2985	LA-CO	"Marcador de pintura sólida, secado rápido, marcado intenso y permanente en gran variedad de superficie, color blanco, marca LA-CO"
0105426	01	05426	MARCADOR P/B AMA 59ML #84621	SOLDADURA	L-84621	CU	104	3150	LA-CO	"Marcador de pintura liquida, punta metálica tipo bolígrafo, color amarillo, ideal para marcar superficies duras, marca LA-CO"
0105427	01	05427	MARCADOR P/B BCO 59ML #84620	SOLDADURA	L-84620	CU	38	3150	LA-CO	"Marcador de pintura liquida, punta metálica tipo bolígrafo, color blanco, ideal para marcar superficies duras, marca LA-CO"
0105432	01	05432	MARCADOR LACO BCO P/M 1/8	SOLDADURA	RL-96652	CU	444	3046	LA-CO	"Marcador de punta metálica (1/8) tipo bolígrafo, marca en las mayorías de superficie, color blanco, marca LA-CO"
0105434	01	05434	MARCADOR LACO AMARILLO P/M 1/8	SOLDADURA	RL-96653	CU	0	2950	LA-CO	"Marcador de punta metálica (1/8) tipo bolígrafo, marca en las mayorías de superficie, color amarillo, marca LA-CO"
0105436	01	05436	MARCADOR LACO VERDE P/M 1/8	SOLDADURA	RL-96658	CU	116	2950	LA-CO	"Marcador de punta metálica (1/8) tipo bolígrafo, marca en las mayorías de superficie, color verde, marca LA-CO"
0105438	01	05438	MARCADOR LACO ROJO P/M 1/8	SOLDADURA	RL-96654	CU	127	2950	LA-CO	"Marcador de punta metálica (1/8) tipo bolígrafo, marca en las mayorías de superficie, color rojo, marca LA-CO"
0105440	01	05440	PILOT LACO BLANCO P/FELPA	SOLDADURA	RL-96820	CU	85	2300	LA-CO	"Pilot punta felpa (3mm) de pintura liquida blanco, marca gran variedad de superficie, marca LA-CO,"
0105442	01	05442	PILOT LACO AMARILLO P/FELPA	SOLDADURA	RL-96821	CU	257	2300	LA-CO	"Pilot punta felpa (3mm) de pintura liquida amarillo, marca gran variedad de superficie, marca LA-CO,"
0105443	01	05443	PILOT LACO NARANJA FLUORESCENTE P/FELPA	SOLDADURA	L-97052	CU	0	2300	LA-CO	
0105444	01	05444	PILOT LACO ROJO P/FELPA	SOLDADURA	RL-96822	CU	0	2300	LA-CO	"Pilot punta felpa (3mm) de pintura liquida rojo, marca gran variedad de superficie, marca LA-CO,"
0105445	01	05445	PILOT LACO AZUL P/FELPA	SOLDADURA	RL-96825	CU	0	2300	LA-CO	"Pilot punta felpa (3mm) de pintura liquida azul, marca gran variedad de superficie, marca LA-CO,"
0105446	01	05446	PILOT LACO NEGRO P/FELPA	SOLDADURA	RL-96823	CU	48	2300	LA-CO	"Pilot punta felpa (3mm) de pintura liquida negro, marca gran variedad de superficie, marca LA-CO,"
0105447	01	05447	PILOT LACO BLANCO PUNTA FINA	SOLDADURA	RL-96871	CU	33	2368	LA-CO	"Marcador de pintura liquida, punta sutil  de 2mm PRO-LINE, ideal para marcaje en metales, vidrió, madera, plástico, caucho y más."
0105448	01	05448	PILOT LACO AMARILLO PUNTA FINA	SOLDADURA	RL-96872	CU	0	2456	LA-CO	"Marcador de pintura liquida, punta sutil  de 2mm PRO-LINE, ideal para marcaje en metales, vidrió, madera, plástico, caucho y más."
0105449	01	05449	PILOT LACO ROJO PUNTA FINA	SOLDADURA	RL-96874	CU	59	2456	LA-CO	"Marcador de pintura liquida, punta sutil  de 2mm PRO-LINE, ideal para marcaje en metales, vidrió, madera, plástico, caucho y más."
0105450	01	05450	MARC MARKAL B-YELLOW  45C/65C	SOLDADURA	RL-86508	CU	1	2300	LA-CO	"Marcador permanente de pintura sólida para todo tipo de materiales o superficies de cualquier industria, ideal para aplicaciones en aceros, tuberías, neumáticos, cemento, cerámica, codificación de aleaciones, madera, metales no ferrosos, textiles, temperatura de servicio -46°C A 66°C."
0105451	01	05451	"CINTA TEFLON LACO 1/2""X300"""	SOLDADURA	RL-44082	CU	0	1633	LA-CO	"Cinta de teflón marca LA-CO, 1/2"" ancho X 300"" largo, temperatura de sellado -268 °C a 288 °C, Presión trabajo máxima 2000 psi"
0105452	01	05452	"CINTA TEFLON LACO 1/2""X600"""	SOLDADURA	RL-44083	CU	138	2217	LA-CO	"Cinta de teflón marca LA-CO, 1/2"" ancho X 600"" largo, temperatura de sellado -268 °C a 288 °C, Presión trabajo máxima 2000 psi"
0105453	01	05453	"CINTA TEFLON LACO 3/4""X300"""	SOLDADURA	L-44085	CU	1	2953	LA-CO	"Cinta de teflón marca LA-CO, 3/4"" ancho X 300"" largo, temperatura de sellado -268 °C a 288 °C, Presión trabajo máxima 2000 psi"
0105454	01	05454	"CINTA TEFLON LACO 1""X300"""	SOLDADURA		CU	10	3389	LA-CO	"Cinta de teflón marca LA-CO, 1"" ancho X 300"" largo, temperatura de sellado -268 °C a 288 °C, Presión trabajo máxima 2000 psi"
0131895	01	31895	M 30 2089SD 02L XCKS7 16BR C/SELLO DIAF	SOLDADURA		CU	0	1341849	ASHCROFT	"Válvula aguja marca Ashcroft, modelo 5070004L , tamaño, cuerpo en acero inoxidable, internos en acero inoxidable, , presión de máxima de trabajo de XXXX, temperatura xxxx."
0142400	01	42400	1.6MM NOZZLE-MARK-5/D TYPE 6849D	SOLDADURA		CU	0	261497	METALLISATION	
0142401	01	42401	FRONT WIRE GUIDE 7518	SOLDADURA		CU	0	33945	METALLISATION	
0142402	01	42402	REAR WIRE GUIDE 7517	SOLDADURA		CU	0	93258	METALLISATION	
0150011	01	50011	BOQ CONTACT TIP 4.0MM	SOLDADURA	0154623003	CU	1	10323.95	ESAB	
0150012	01	50012	BOQ CONTACT TIP 3.0MM	SOLDADURA	0154623005	CU	1	10324.65	ESAB	
0150013	01	50013	BOQ CONTACT TIP 2.5MM	SOLDADURA	0154623006	CU	1	10323.95	ESAB	
0170386	01	70386	"VALV AQUAMATIC 1-1/4"" 518062"	SOLDADURA	518062	CU	0	275009	EMPIRE	
0106510	01	06510	TELA F/CERAM 1146 3/64 X 0.90	EMPAQUETADURA	1146-01-0045-49	MT	14.15	39967	UTEX	"Tela fibro filamento cerámica 94% Sílice-Cuarzo para alta temperatura  de 3/64"" espesor x .90"",temperatura 1093C PH 3-13"
0106530	01	06530	CORDON F/VID UTEX 163 1/4	EMPAQUETADURA	0163-25-0250-25	KG	6.42	33734	UTEX	"Cordón trenzado de fibra vidrio en 1/4"" temperatura 0-538C PH 2-11,200 psi"
0106533	01	06533	CORDON F/VID UTEX 163 1/2	EMPAQUETADURA	0163-28-0500-25	KG	6.27	31605	UTEX	"Cordón trenzado de fibra vidrio en 1/2"" temperatura 0-538C PH 2-11,200 psi"
0106534	01	06534	CORDON F/VID UTEX 163 3/8	EMPAQUETADURA	0163-28-0375-25	KG	15.54	33734	UTEX	"Cordón trenzado de fibra vidrio en 3/8"" temperatura 0-538C PH 2-11.200psi"
0106538	01	06538	CORDON F/VID UTEX 163 5/8	EMPAQUETADURA	0163-28-0625-25	KG	12.42	30217	UTEX	"Cordón trenzado de fibra vidrio en 5/8"" temperatura 0-538C PH 2-11 ,200 psi"
0106540	01	06540	CORDON F/VID UTEX 163 3/4	EMPAQUETADURA	0163-28-0750-25	KG	4.62	30217	UTEX	"Cordón trenzado de fibra vidrio en 3/4"" temperatura 0-538C PH 2-11.200 psi"
0106541	01	06541	CORDON F/VID UTEX 163 7/8	EMPAQUETADURA	0163-28-0875-25	KG	9.41	30217	UTEX	"Cordón trenzado de fibra vidrio en 7/8"" temperatura 0-538C PH 2-11,200 psi"
0106542	01	06542	"CORDON F/VID UTEX 163 1"""	EMPAQUETADURA	0163-28-1000-25	KG	2.39	31615	UTEX	"Cordón trenzado de fibra vidrio en 1"" temperatura 0-538C PH 2-11 ,200 psi"
0106732	01	06732	LAM NEOPRENO DEGAS 1/4 X 1.83	EMPAQUETADURA		MT	0.71	106795.5	RASSTECH	"Lamina neopreno marca Utex, para Gas, de 1/4"" espesor."
0106786	01	06786	LAM UTEX 1117 1/4 X 1.10	EMPAQUETADURA	NO	MT	0.45	103220	UTEX	"Lamina en rollo de neopreno reforzado con capas de algodón ,para diafragmas, reguladoras, válvulas de control aplicaciones estáticas y dinámicas, aceite de , agua ,hidrocarburos ,agua salada, algunos ácidos en 1/4""x 1.10 temperatura -51 a 107C PH 4-10  300 psi presión máxima"
0106789	01	06789	"LAM UTEX 1110""RUGOSO""1/16X0.91"	EMPAQUETADURA		MT	7.45	15036	UTEX	"Lamina en rollo de caucho rojo para juntas tipo rugoso para agua, ácidos suaves y servicios generales de 1/16"" x .91 de ancho temperatura -34 a 121C PH 4-10 1750 psi tensión a densidad"
0106790	01	06790	LAM UTEX 1110 ROJO 1/16 X 0.91	EMPAQUETADURA	1110-02-0018-15	MT	18.5	12196	UTEX	"Lamina en rollo de caucho rojo para juntas, como agua, aire, ácidos suaves y servicios ligeros de 11/6""x090 ancho Temperatura -34 a 121C PH 4-10 1750 psi de tensión a densidad"
0106792	01	06792	LAM UTEX 1110 ROJO 3/32 X 0.91	EMPAQUETADURA	1110-02-0018-16	MT	0.4	21401	UTEX	"Lamina en rollo de caucho rojo para juntas como agua, aire, ácidos suaves y servicios ligeros de 3/32"" x .90 de ancho temperatura -34-121C PH 4-10 1750 tensión a densidad"
0106793	01	06793	LAM UTEX 1110 ROJO 3/32 X 1.22	EMPAQUETADURA	1110-02-0018-16	MT	5.8	20921	UTEX	"Lamina en rollo de caucho rojo para juntas como agua, aire, ácidos suaves y servicios ligeros de 3/32"" x 1.22 de ancho temperatura -34 a 121C PH 4-10 1750 tensión a densidad"
0106797	01	06797	"LAM UTEX 1110""RUGOSO""3/16X0.91"	EMPAQUETADURA	1110-02-0018-19	MT	0.2	22272	UTEX	"Lamina en rollo de caucho rojo para juntas tipo rugoso para agua, ácidos suaves y servicios generales de 3/16"" x .91 de ancho temperatura -34 a 121C PH 4-10 1750 psi tension a densidad"
0106798	01	06798	LAM UTEX 1110 ROJO 1/4 X 0.91	EMPAQUETADURA	1110-02-0018-20	MT	2.89	34664	UTEX	"Lamina en rollo de caucho rojo para juntas, como agua, aire, ácidos suaves y servicios ligeros de 1/4"" x .90  ancho Temperatura -34 a 121C  PH4-10 1750  psi tensión a densidad"
0106799	01	06799	LAM UTEX 1112 1/32 X 0.91	EMPAQUETADURA	1112-01-0018-13	MT	2.65	13895	UTEX	"Lamina en rollo de neopreno para juntas y sellos, servicios generales, etileno, glicol, agua, aire, alcoholes, agua salada, no usar en aceites fuertes ni ozono de 1/32"" x .91 temperatura -29 a 107 PH 4-10 250 presión máxima"
0106802	01	06802	LAM UTEX 1112 3/32 X 0.91	EMPAQUETADURA	1112-01-0018-16	MT	4.7	27251	UTEX	"Lamina en rollo de neopreno para juntas y sellos, servicios generales, etileno, glicol ,agua, alcoholes y agua salada, no usar en aceites fuertes ni ozono aire de 3/32"" x .91 temperatura -29 a 107C PH 4-10 250 presión máxima"
0106806	01	06806	LAM UTEX 1112 3/16 X 0.91	EMPAQUETADURA	1112-01-0018-19	MT	0.5	39195	UTEX	"Lamina en rollo de neopreno para juntas, y sellos ,servicios generales, etileno, glicol, agua, aire, alcoholes y agua salada, no usar en aceites fuertes ni ozono de 3/16""x .91 temperatura -29 a 107C PH 4-10 250 presión máxima"
0106807	01	06807	"LAM UTEX 1112 1/2"" X 0.91"	EMPAQUETADURA	1112-01-0018-24	MT	0.05	111119	UTEX	"Lamina en rollo de neopreno para juntas y sellos, servicios generales, etileno, propanol, agua, aire, alcoholes de 1/2"" x .91 de ancho temperatura -29 a 107 PH 4-10 250psipresion máxima"
0106808	01	06808	LAM UTEX 1112 1/4 X 0.91	EMPAQUETADURA	1112-01-0018-20	MT	0.65	40136	UTEX	"Lamina en rollo de neopreno para juntas y sellos, servicios generales, etileno, glicol, agua, aire, alcoholes y agua salada, no usar en aceites fuertes ni ozono de 1/4"" x .91 temperatura -29 a 107C PH 4-10 250 presión máxima"
0106809	01	06809	LAM UTEX 1112 3/8 X 0.91	EMPAQUETADURA	1112-01-0018-22	MT	0.3	62146	UTEX	"Lamina en rollo de neopreno para juntas y sellos ,servicios generales, etileno, glicol, agua, alcoholes y agua salada, no usar en aceites fuertes ni ozono de 3/8"" x .91 temperatura -29a 107C PH 4-10 250 presión máxima"
0106828	01	06828	LAM UTEX 1115 1/4 X 1.43	EMPAQUETADURA	1115-01-0044-20	MT	0.4	166730	UTEX	"Lamina en rollo de neopreno reforzado con capas de nylon, para diafragmas, reguladoras, bombas de vacío ,aplicaciones estáticas y dinámicas, aceites de petróleo, fluidos hidráulicos ,alcoholes ,agua ,vapor ,ácidos suaves ,aire en 1/4""x 1.43 temperatura -51 a 221C PH 4-10 1000psi presión máxima"
0106829	01	06829	LAM UTEX 1115 1/4 X 1.22	EMPAQUETADURA	1115-01-0044-20	MT	2.55	138112	UTEX	"Lamina en rollo de neopreno reforzado con capas de nylon, para diafragmas, reguladoras, bombas de vacío, aplicaciones estáticas y dinámicas, aceites de petróleo ,fluidos hidráulicos, alcoholes ,agua vapor ,ácidos suaves ,aire en 1/4""x1.22 temperatura -51 a 221C PH 4-10 1000 psi presión máxima"
0106834	01	06834	LAM UTEX 1135 1/16 X 0.91	EMPAQUETADURA	1135-01-0018-15	MT	0	13157	UTEX	"Lamina fibra vegetal o Bellomoid impregnada de glicerina, para aceites ,agua, gasolina glicol, etileno en 1/16""x .91 temperatura 121C PH 5--10 presión máxima 100 psi"
0106860	01	06860	LAM UTEX 1155 1/32 X 0.96	EMPAQUETADURA	1155-01-0018-13	MT	4.3	29488	UTEX	"Lamina de silicón color rojo para aceite caliente,agua salada, ozono, servicios generales, no usar en vapor ni hidrocarburos en 1/32""x .96 temperatura máxima 204C PH 7-12 presión máxima 250 psi"
0106864	01	06864	LAM UTEX 1155 1/8 X 0.98	EMPAQUETADURA	1155-01-0018-17	MT	0	95881	UTEX	"Lamina de silicón color rojo para aceite caliente, agua salada, ozono, servicios generales, no usar en vapor ni hidrocarburos en 1/8""x.98 temperatura máxima 204c PH 7-12 presión máxima 250 psi"
0106866	01	06866	LAM UTEX 1155 3/16 X 0.92	EMPAQUETADURA	1155-01-0018-19	MT	0.65	129554	UTEX	"Lamina de silicón color rojo para aceite caliente, agua salada, ozono, servicios generales, no usar en vapor ni hidrocarburos en 3/16""x .92 temperatura máxima 204C PH 7-12 presión máxima 250 psi"
0106874	01	06874	EMP UTEX 684 6MM	EMPAQUETADURA	0684-25-060M-03	KG	0.1	65504	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106880	01	06880	EMP UTEX 684 13MM	EMPAQUETADURA	0684-25-130M-02	KG	0.6	54094	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106882	01	06882	EMP UTEX 684 15MM	EMPAQUETADURA	0684-25-150M-02	KG	2.12	54094	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106883	01	06883	EMP UTEX 684 16MM	EMPAQUETADURA	0684-25-160M-02	KG	0.98	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106885	01	06885	EMP UTEX 684 18MM	EMPAQUETADURA	0684-25-180M-02	KG	0.6	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106887	01	06887	EMP UTEX 684 20MM	EMPAQUETADURA	0684-25-200M-02	KG	1.22	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106904	01	06904	EMP UTEX 684 3/16	EMPAQUETADURA	0684-25-0187-01	KG	0.79	163191	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106905	01	06905	EMP UTEX 684 1/4	EMPAQUETADURA	0684-25-0250-05	KG	1.37	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106906	01	06906	EMP UTEX 684 5/16	EMPAQUETADURA	0684-25-0312-05	KG	2.6	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106907	01	06907	"EMP UTEX 684 3/8"""	EMPAQUETADURA	0684-25-0375-05	KG	3.89	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106909	01	06909	EMP UTEX 684 1/2	EMPAQUETADURA	0684-25-0500-05	KG	5.04	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
0106911	01	06911	EMP UTEX 684 5/8	EMPAQUETADURA	0684-25-0625-05	KG	2.41	43882	UTEX	"Empaque cuadrado trenzado alta temperatura con grafito pulverizado, contiene alambre inconel insertado en fibras de carbón/vidrio con grafito e inhibidores de corrosión, temperatura 0-300?C; PH 1-12; presión 400 PSI"
